0	0	0	0
0	0	-1	1
0	-1	0	1
-1	0	0	1
1	0	0	1
0	1	0	1
0	0	1	1
0	-1	-1	1.414213562
-1	0	-1	1.414213562
1	0	-1	1.414213562
0	1	-1	1.414213562
-1	-1	0	1.414213562
1	-1	0	1.414213562
-1	1	0	1.414213562
1	1	0	1.414213562
0	-1	1	1.414213562
-1	0	1	1.414213562
1	0	1	1.414213562
0	1	1	1.414213562
-1	-1	-1	1.732050808
1	-1	-1	1.732050808
-1	1	-1	1.732050808
1	1	-1	1.732050808
-1	-1	1	1.732050808
1	-1	1	1.732050808
-1	1	1	1.732050808
1	1	1	1.732050808
0	0	-2	2
0	-2	0	2
-2	0	0	2
2	0	0	2
0	2	0	2
0	0	2	2
0	-1	-2	2.236067977
-1	0	-2	2.236067977
1	0	-2	2.236067977
0	1	-2	2.236067977
0	-2	-1	2.236067977
-2	0	-1	2.236067977
2	0	-1	2.236067977
0	2	-1	2.236067977
-1	-2	0	2.236067977
1	-2	0	2.236067977
-2	-1	0	2.236067977
2	-1	0	2.236067977
-2	1	0	2.236067977
2	1	0	2.236067977
-1	2	0	2.236067977
1	2	0	2.236067977
0	-2	1	2.236067977
-2	0	1	2.236067977
2	0	1	2.236067977
0	2	1	2.236067977
0	-1	2	2.236067977
-1	0	2	2.236067977
1	0	2	2.236067977
0	1	2	2.236067977
-1	-1	-2	2.449489743
1	-1	-2	2.449489743
-1	1	-2	2.449489743
1	1	-2	2.449489743
-1	-2	-1	2.449489743
1	-2	-1	2.449489743
-2	-1	-1	2.449489743
2	-1	-1	2.449489743
-2	1	-1	2.449489743
2	1	-1	2.449489743
-1	2	-1	2.449489743
1	2	-1	2.449489743
-1	-2	1	2.449489743
1	-2	1	2.449489743
-2	-1	1	2.449489743
2	-1	1	2.449489743
-2	1	1	2.449489743
2	1	1	2.449489743
-1	2	1	2.449489743
1	2	1	2.449489743
-1	-1	2	2.449489743
1	-1	2	2.449489743
-1	1	2	2.449489743
1	1	2	2.449489743
0	-2	-2	2.828427125
-2	0	-2	2.828427125
2	0	-2	2.828427125
0	2	-2	2.828427125
-2	-2	0	2.828427125
2	-2	0	2.828427125
-2	2	0	2.828427125
2	2	0	2.828427125
0	-2	2	2.828427125
-2	0	2	2.828427125
2	0	2	2.828427125
0	2	2	2.828427125
0	0	-3	3
-1	-2	-2	3
1	-2	-2	3
-2	-1	-2	3
2	-1	-2	3
-2	1	-2	3
2	1	-2	3
-1	2	-2	3
1	2	-2	3
-2	-2	-1	3
2	-2	-1	3
-2	2	-1	3
2	2	-1	3
0	-3	0	3
-3	0	0	3
3	0	0	3
0	3	0	3
-2	-2	1	3
2	-2	1	3
-2	2	1	3
2	2	1	3
-1	-2	2	3
1	-2	2	3
-2	-1	2	3
2	-1	2	3
-2	1	2	3
2	1	2	3
-1	2	2	3
1	2	2	3
0	0	3	3
0	-1	-3	3.16227766
-1	0	-3	3.16227766
1	0	-3	3.16227766
0	1	-3	3.16227766
0	-3	-1	3.16227766
-3	0	-1	3.16227766
3	0	-1	3.16227766
0	3	-1	3.16227766
-1	-3	0	3.16227766
1	-3	0	3.16227766
-3	-1	0	3.16227766
3	-1	0	3.16227766
-3	1	0	3.16227766
3	1	0	3.16227766
-1	3	0	3.16227766
1	3	0	3.16227766
0	-3	1	3.16227766
-3	0	1	3.16227766
3	0	1	3.16227766
0	3	1	3.16227766
0	-1	3	3.16227766
-1	0	3	3.16227766
1	0	3	3.16227766
0	1	3	3.16227766
-1	-1	-3	3.31662479
1	-1	-3	3.31662479
-1	1	-3	3.31662479
1	1	-3	3.31662479
-1	-3	-1	3.31662479
1	-3	-1	3.31662479
-3	-1	-1	3.31662479
3	-1	-1	3.31662479
-3	1	-1	3.31662479
3	1	-1	3.31662479
-1	3	-1	3.31662479
1	3	-1	3.31662479
-1	-3	1	3.31662479
1	-3	1	3.31662479
-3	-1	1	3.31662479
3	-1	1	3.31662479
-3	1	1	3.31662479
3	1	1	3.31662479
-1	3	1	3.31662479
1	3	1	3.31662479
-1	-1	3	3.31662479
1	-1	3	3.31662479
-1	1	3	3.31662479
1	1	3	3.31662479
-2	-2	-2	3.464101615
2	-2	-2	3.464101615
-2	2	-2	3.464101615
2	2	-2	3.464101615
-2	-2	2	3.464101615
2	-2	2	3.464101615
-2	2	2	3.464101615
2	2	2	3.464101615
0	-2	-3	3.605551275
-2	0	-3	3.605551275
2	0	-3	3.605551275
0	2	-3	3.605551275
0	-3	-2	3.605551275
-3	0	-2	3.605551275
3	0	-2	3.605551275
0	3	-2	3.605551275
-2	-3	0	3.605551275
2	-3	0	3.605551275
-3	-2	0	3.605551275
3	-2	0	3.605551275
-3	2	0	3.605551275
3	2	0	3.605551275
-2	3	0	3.605551275
2	3	0	3.605551275
0	-3	2	3.605551275
-3	0	2	3.605551275
3	0	2	3.605551275
0	3	2	3.605551275
0	-2	3	3.605551275
-2	0	3	3.605551275
2	0	3	3.605551275
0	2	3	3.605551275
-1	-2	-3	3.741657387
1	-2	-3	3.741657387
-2	-1	-3	3.741657387
2	-1	-3	3.741657387
-2	1	-3	3.741657387
2	1	-3	3.741657387
-1	2	-3	3.741657387
1	2	-3	3.741657387
-1	-3	-2	3.741657387
1	-3	-2	3.741657387
-3	-1	-2	3.741657387
3	-1	-2	3.741657387
-3	1	-2	3.741657387
3	1	-2	3.741657387
-1	3	-2	3.741657387
1	3	-2	3.741657387
-2	-3	-1	3.741657387
2	-3	-1	3.741657387
-3	-2	-1	3.741657387
3	-2	-1	3.741657387
-3	2	-1	3.741657387
3	2	-1	3.741657387
-2	3	-1	3.741657387
2	3	-1	3.741657387
-2	-3	1	3.741657387
2	-3	1	3.741657387
-3	-2	1	3.741657387
3	-2	1	3.741657387
-3	2	1	3.741657387
3	2	1	3.741657387
-2	3	1	3.741657387
2	3	1	3.741657387
-1	-3	2	3.741657387
1	-3	2	3.741657387
-3	-1	2	3.741657387
3	-1	2	3.741657387
-3	1	2	3.741657387
3	1	2	3.741657387
-1	3	2	3.741657387
1	3	2	3.741657387
-1	-2	3	3.741657387
1	-2	3	3.741657387
-2	-1	3	3.741657387
2	-1	3	3.741657387
